0.000000 -0.000000 -0.100000
10.000000 -0.000000 -0.100000
20.000000 -0.000000 -0.100000
30.000000 -0.000000 -0.100000
40.000000 -0.000000 -0.100000
50.000000 -0.000000 -0.100000
60.000000 -0.000000 -0.100000
70.000000 -0.000000 -0.100000
80.000000 -0.000000 -0.100000
90.000000 -0.000000 -0.100000
100.000000 -0.000000 -0.100000
110.000000 -0.000000 -0.100000
120.000000 -0.000000 -0.100000
130.000000 -0.000000 -0.100000
140.000000 -0.000000 -0.100000
150.000000 -0.000000 -0.100000
160.000000 -0.000000 -0.100000
170.000000 -0.000000 -0.100000
180.000000 -0.000000 -0.100000
